,Commodity,price,price_units,price_info,Year,price_desc
187,Iron and Steel Slag,27.5,dt,,2019,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
188,Iron and Steel Slag,25.5,dt,,2020,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
189,Iron and Steel Slag,27.0,dt,,2021,"Price: Average value, free on board plant, dollars per ton. Rounded to the nearest $0.50 per ton. Data are estimated for the most recent year."
190,Iron and Steel,187.4,Index,,2017,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
191,Iron and Steel,211.1,Index,,2018,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
192,Iron and Steel,204.0,Index,,2019,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
193,Iron and Steel,184.4,Index,,2020,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
194,Iron and Steel,348.5,Index,,2021,"U.S. producer price index for steel mill products (1982=10). Source: U.S. Department of Labor, Bureau of Labor Statistics, North American Industry Classification System Code 331200. Data are estimated for the most recent year."
195,Fluorspar,267,dt,Acid,2017,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
196,Fluorspar,276,dt,Acid,2018,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
197,Fluorspar,304,dt,Acid,2019,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
198,Fluorspar,310,dt,Acid,2020,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
199,Fluorspar,330,dt,Acid,2021,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Acid grade. Data are estimated for the most recent year."
200,Fluorspar,237,dt,Metallurgical,2017,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
201,Fluorspar,258,dt,Metallurgical,2018,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
202,Fluorspar,292,dt,Metallurgical,2019,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
203,Fluorspar,149,dt,Metallurgical,2020,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
204,Fluorspar,160,dt,Metallurgical,2021,"Price, average unit value of imports, cost, insurance, and freight, dollars per ton: Metallurgical grade. Data are estimated for the most recent year."
205,Gallium,477,dkg,High-purity,2017,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
206,Gallium,508,dkg,High-purity,2018,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
207,Gallium,573,dkg,High-purity,2019,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
208,Gallium,596,dkg,High-purity,2020,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
209,Gallium,570,dkg,High-purity,2021,"Price, imports, dollars per kilogram: High-purity, refined. Estimated based on the average unit values of U.S. imports for 99.999%- and 99.99999%-pure gallium. Data are estimated for the most recent year."
210,Gallium,124,dkg,Low-purity,2017,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
211,Gallium,185,dkg,Low-purity,2018,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
212,Gallium,153,dkg,Low-purity,2019,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
213,Gallium,163,dkg,Low-purity,2020,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
214,Gallium,200,dkg,Low-purity,2021,"Price, imports, dollars per kilogram: Low-purity, primary. Estimated based on the average unit values of U.S. imports for 99.99%-pure gallium. Data are estimated for the most recent year."
215,Garnet (Industrial),306,dt,Import,2017,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
216,Garnet (Industrial),215,dt,Import,2018,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
217,Garnet (Industrial),214,dt,Import,2019,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
218,Garnet (Industrial),250,dt,Import,2020,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
219,Garnet (Industrial),325,dt,Import,2021,"Price: Average import unit value, dollars per ton. Data are estimated for the most recent year."
220,Germanium,1082,dkg,Metal,2017,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
221,Germanium,1543,dkg,Metal,2018,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
222,Germanium,1236,dkg,Metal,2019,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
223,Germanium,1046,dkg,Metal,2020,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
224,Germanium,1200,dkg,Metal,2021,"Price: Annual average, dollars per kilogram: Germanium metal. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
225,Germanium,731,dkg,GeO2,2017,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
226,Germanium,1084,dkg,GeO2,2018,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
227,Germanium,913,dkg,GeO2,2019,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
228,Germanium,724,dkg,GeO2,2020,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
229,Germanium,770,dkg,GeO2,2021,"Price: Annual average, dollars per kilogram: Germanium dioxide. Average European price for minimum 99.999% purity. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
230,Gold,1261,dtoz,,2017,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
231,Gold,1272,dtoz,,2018,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
232,Gold,1395,dtoz,,2019,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
233,Gold,1774,dtoz,,2020,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
234,Gold,1800,dtoz,,2021,"Price: Dollars per troy ounce. Engelhard’s average gold price quotation for the year. In 2021, the price was estimated by the U.S. Geological Survey based on data from January through November. Data are estimated for the most recent year."
235,Graphite (Natural),1390,t,Flake,2017,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
236,Graphite (Natural),1520,t,Flake,2018,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
237,Graphite (Natural),1350,t,Flake,2019,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
238,Graphite (Natural),1540,t,Flake,2020,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
239,Graphite (Natural),1600,t,Flake,2021,"Price, average value of imports, dollars per metric ton at foreign ports: Flake. Data are estimated for the most recent year."
240,Graphite (Natural),1900,t,Lump,2017,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
241,Graphite (Natural),1890,t,Lump,2018,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
242,Graphite (Natural),2380,t,Lump,2019,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
243,Graphite (Natural),2940,t,Lump,2020,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
244,Graphite (Natural),2700,t,Lump,2021,"Price, average value of imports, dollars per metric ton at foreign ports: Lump and chip (Sri Lanka). Data are estimated for the most recent year."
245,Graphite (Natural),451,t,Amorphous,2017,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
246,Graphite (Natural),319,t,Amorphous,2018,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
247,Graphite (Natural),498,t,Amorphous,2019,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
248,Graphite (Natural),687,t,Amorphous,2020,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
249,Graphite (Natural),630,t,Amorphous,2021,"Price, average value of imports, dollars per metric ton at foreign ports: Amorphous. Data are estimated for the most recent year."
250,Gypsum,7.5,dt,Mine,2017,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
251,Gypsum,8.3,dt,Mine,2018,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
252,Gypsum,8.6,dt,Mine,2019,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
253,Gypsum,8.6,dt,Mine,2020,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
254,Gypsum,9.0,dt,Mine,2021,"Price, average, dollars per metric ton: Crude, free on board (f.o.b.) mine. Data are estimated for the most recent year."
255,Gypsum,30.0,dt,Plant,2017,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
256,Gypsum,32.0,dt,Plant,2018,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
257,Gypsum,34.0,dt,Plant,2019,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
258,Gypsum,5.0,dt,Plant,2020,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
259,Gypsum,37.0,dt,Plant,2021,"Price, average, dollars per metric ton: Calcined, f.o.b. plant. Data are estimated for the most recent year."
260,Indium,363.0,dkg,NY,2017,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
261,Indium,375.0,dkg,NY,2018,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
262,Indium,390.0,dkg,NY,2019,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
263,Indium,395.0,dkg,NY,2020,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
264,Indium,nan,dkg,NY,2021,"Price, annual average, dollars per kilogram: New York dealer. Price is based on 99.99%-minimum-purity indium; delivered duty paid U.S. buyers; in minimum lots of 50 kilograms. Source: S&P Global Platts Metals Week; price was discontinued as of September 11, 2020."
265,Indium,206.0,dkg,FOB,2017,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
266,Indium,285.0,dkg,FOB,2018,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
267,Indium,182.0,dkg,FOB,2019,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
268,Indium,161.0,dkg,FOB,2020,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
269,Indium,220.0,dkg,FOB,2021,"Price, annual average, dollars per kilogram: Free on board U.S. warehouse. Price is based on 99.99%-minimum-purity indium, free on board U.S. warehouse. Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
270,Indium,205.0,dkg,Rotterdam,2017,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
271,Indium,281.0,dkg,Rotterdam,2018,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
272,Indium,177.0,dkg,Rotterdam,2019,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
273,Indium,158.0,dkg,Rotterdam,2020,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
274,Indium,210.0,dkg,Rotterdam,2021,"Price, annual average, dollars per kilogram: Duties unpaid in warehouse, Rotterdam. Price is based on 99.99%-minimum-purity indium, duties unpaid in warehouse (Rotterdam). Source: Argus Media group—Argus Metals International. Data are estimated for the most recent year."
275,Iodine,19.55,dkg,Crude_CIF,2017,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
276,Iodine,22.46,dkg,Crude_CIF,2018,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
277,Iodine,26.38,dkg,Crude_CIF,2019,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
278,Iodine,31.57,dkg,Crude_CIF,2020,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
279,Iodine,32.0,dkg,Crude_CIF,2021,"Price: Crude iodine, average unit value of imports (cost, insurance, and freight), dollars per kilogram. Data are estimated for the most recent year."
280,Kyanite and Related Minerals,350,dt,FOB,2017,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
281,Kyanite and Related Minerals,347,dt,FOB,2018,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
282,Kyanite and Related Minerals,358,dt,FOB,2019,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
283,Kyanite and Related Minerals,369,dt,FOB,2020,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
284,Kyanite and Related Minerals,369,dt,FOB,2021,"Price: Average value of exports (free alongside ship), dollars per metric ton. Calculated from U.S. Census Bureau export data. Includes data for the following Harmonized Tariff Schedule of the United States code: 2508.50.0000."
285,Lead,114.5,ctslb,North_American,2017,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
286,Lead,110.9,ctslb,North_American,2018,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
287,Lead,99.9,ctslb,North_American,2019,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
288,Lead,91.3,ctslb,North_American,2020,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
289,Lead,110.0,ctslb,North_American,2021,"Price: Average, cents per pound: North American market. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
290,Lead,105.1,ctslb,LME,2017,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
291,Lead,101.8,ctslb,LME,2018,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
292,Lead,91.0,ctslb,LME,2019,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
293,Lead,82.7,ctslb,LME,2020,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
294,Lead,99.0,ctslb,LME,2021,"Price: Average, cents per pound: London Metal Exchange (LME), cash. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
295,Lime,120.8,dt,Quicklime,2017,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
296,Lime,125.2,dt,Quicklime,2018,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
297,Lime,128.3,dt,Quicklime,2019,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
298,Lime,132.1,dt,Quicklime,2020,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
299,Lime,140.0,dt,Quicklime,2021,"Price, average value, dollars per ton at plant: Quicklime. Data are estimated for the most recent year."
300,Lime,147.1,dt,Hydrated,2017,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
301,Lime,151.6,dt,Hydrated,2018,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
302,Lime,154.6,dt,Hydrated,2019,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
303,Lime,156.4,dt,Hydrated,2020,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
304,Lime,160.0,dt,Hydrated,2021,"Price, average value, dollars per ton at plant: Hydrated. Data are estimated for the most recent year."
305,Lithium,15000,dt,,2017,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
306,Lithium,17000,dt,,2018,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
307,Lithium,12700,dt,,2019,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
308,Lithium,8000,dt,,2020,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
309,Lithium,17000,dt,,2021,"Price: Annual average, battery-grade lithium carbonate, dollars per metric ton. Lithium carbonate, contract price, delivered Europe and United States. Source: Fastmarkets IM. Data are estimated for the most recent year."
310,Manganese,5.97,dt,CN_CIF,2017,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
311,Manganese,7.16,dt,CN_CIF,2018,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
312,Manganese,5.63,dt,CN_CIF,2019,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
313,Manganese,4.59,dt,CN_CIF,2020,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
314,Manganese,5.2,dt,CN_CIF,2021,"Price: Average, manganese content, cost, insurance, and freight, China, dollars per metric ton unit. For average metallurgical-grade ore containing 44% manganese. Source: CRU Group. Data are estimated for the most recent year."
315,Mercury,1041.0,df,EU,2017,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
316,Mercury,1100.0,df,EU,2018,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
317,Mercury,nan,df,EU,2019,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
318,Mercury,nan,df,EU,2020,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
319,Mercury,nan,df,EU,2021,"Price: Average value, dollars per flask, 99.99%: European Union. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average annual price of minimum 99.99% mercury. Source: Argus Media group—Argus Metals International. Price discontinued on May 1, 2018. Data are estimated for the most recent year."
320,Mercury,1273.0,df,Global,2017,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
321,Mercury,2709.0,df,Global,2018,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
322,Mercury,2550.0,df,Global,2019,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
323,Mercury,nan,df,Global,2020,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
324,Mercury,nan,df,Global,2021,"Price: Average value, dollars per flask, 99.99%: Global locations. Some international data and dealer prices are reported in flasks. One metric ton (1,000 kilograms) = 29.0082 flasks, and 1 flask = 76 pounds, or 34.47 kilograms, or 0.03447 metric ton. Average midpoint of free market 99.99% mercury in warehouse, global locations. Source: Metal Bulletin. Price discontinued on December 1, 2019."
325,Magnesium Metal,2.15,ctslb,US_spot,2017,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
326,Magnesium Metal,2.17,ctslb,US_spot,2018,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
327,Magnesium Metal,2.45,ctslb,US_spot,2019,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
328,Magnesium Metal,2.49,ctslb,US_spot,2020,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
329,Magnesium Metal,3.9,ctslb,US_spot,2021,"Price: Annual average: U.S. spot Western, dollars per pound. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
330,Magnesium Metal,2265.0,dt,European,2017,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
331,Magnesium Metal,2550.0,dt,European,2018,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
332,Magnesium Metal,2425.0,dt,European,2019,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
333,Magnesium Metal,2149.0,dt,European,2020,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
334,Magnesium Metal,5500.0,dt,European,2021,"Price: Annual average: European free market, dollars per metric ton. Source: S&P Global Platts Metals Week. Data are estimated for the most recent year."
335,Molybdenum,18.06,dkg,,2017,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
336,Molybdenum,27.04,dkg,,2018,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
337,Molybdenum,26.5,dkg,,2019,"Price: Average value, dollars per kilogram. Time-weighted average price per kilogram of molybdenum contained in technical-grade molybdic oxide, as reported by CRU Group. Data are estimated for the most recent year."
