index,specific_price,min_quantity_kg,keep,title,link,hydrate_count,scaled_anhydrous_price,min_quantity,min_unit,search_text
CuSO4,2.85,1.0,y,Plating Feed Agriculture Grade Cuso4 Copper Sulfate Price Pentahydrate,https://www.alibaba.com/product-detail/Plating-Feed-Agriculture-Grade-Cuso4-Copper_1600281937676.html,5,4.458461986691897,1.0,kg,Copper Sulfate CuSO4
CuSO4,1.5,25000.0,y,Cuso4 Copper Sulfate Copper Sulfate Price Industrial Use CuSO4 Copper Sulfate,https://www.alibaba.com/product-detail/Cuso4-Copper-Sulfate-Copper-Sulfate-Price_649316840.html?s=p,not_specified,,25.0,t,Copper Sulfate CuSO4
CuSO4,0.98,1000.0,y,Cuso4 Copper Sulfate Cuso4 Plating Feed Agriculture Grade Cuso4 Copper Sulfate Pentahydrate Price,https://www.alibaba.com/product-detail/Cuso4-Copper-Sulfate-Cuso4-Plating-Feed_1600408667981.html?s=p,5,1.5330851743712486,1.0,t,Copper Sulfate CuSO4
CuSO4,0.98,1000.0,y,Manufacturer Supply Copper Sulfate Crystal Cuso4 Price Blue Powder Solution Cuso4 Copper Sulfate,https://www.alibaba.com/product-detail/Manufacturer-Supply-Copper-Sulfate-Crystal-Cuso4_1600390858689.html,not_specified,,1.0,t,Copper Sulfate CuSO4
Fe,0.8,1000.0,y,Steel dx51d z275 galvanized steel sheet ms plates 5mm cold steel coil plates iron sheet,https://www.alibaba.com/product-detail/Steel-dx51d-z275-galvanized-steel-sheet_1600483991195.html?s=p,,,1.0,t,iron metal
Fe,0.8,5000.0,y,Iron Metal 2mm 3mm 4mm 5mm AISI JIS Q235B 16Mn Cast Iron Metal Carbon Steel Sheet,https://www.alibaba.com/product-detail/Iron-Metal-2mm-3mm-4mm-5mm_1600498316153.html?s=p,,,5.0,t,iron metal
Fe,0.49,1000.0,y,Metal Iron Hot Sale 6mm Metal A36 Z20 Galvanized Mild Steel Sheet Iron Plate,https://www.alibaba.com/product-detail/Metal-Iron-Hot-Sale-6mm-Metal_1600254062164.html?s=p,,,1.0,t,iron metal
Fe,0.52,2000.0,y,Iron Metal Iron Sheet Metal Manufacturing China Steel Product A572 Grade 50/astm A283 Gr.c /ss355 Black 20mm Thick Iron Metal Steel Sheet Plate Price Per Ton,https://www.alibaba.com/product-detail/Iron-Metal-Iron-Sheet-Metal-Manufacturing_62589801907.html?s=p,,,2.0,t,iron metal
Fe,0.95,25000.0,y,50-80mm 50kg Iron Drum Packed Calcium Carbide Weld Metal Industrial,https://www.alibaba.com/product-detail/50-80mm-50kg-Iron-Drum-Packed_1600424841393.html?s=p,,,25.0,t,iron metal
Fe,0.595,25000.0,y,S235 S375 A283 SA36 Material black iron sheet sizes chart industry using iron plate metal 900 to 2500mm width,https://www.alibaba.com/product-detail/S235-S375-A283-SA36-Material-black_60600667051.html,,,25.0,t,iron metal
Fe,0.8,1000.0,y,Hot Dipped Galvanized Steel Plate Iron Steel Galvanized Sheet Metal Thickness,https://www.alibaba.com/product-detail/Hot-Dipped-Galvanized-Steel-Plate-Iron_1600483880789.html?s=p,,,1.0,t,iron metal
Fe,0.52,1000.0,y,Iron Metal S235jr Cold Rolled Mild Steel Carbon Plate Iron Metal Ms Steel Sheets For Building Material Steel S235,https://www.alibaba.com/product-detail/Iron-Metal-S235jr-Cold-Rolled-Mild_1600273923429.html?s=p,,,1.0,t,iron metal
Fe,0.4,1000.0,y,Iron Metal China Best Selling Product Steel Sheet Iron Roofing Gi Corrugated Metal Galvanized Steel Sheet For Roofing Sheets,https://www.alibaba.com/product-detail/Iron-Metal-China-Best-Selling-Product_1600428363894.html?s=p,,,1.0,t,iron metal
Fe,0.495,5000.0,y,Iron Metal MS Sheet Supplier 6mm Thick SS400 ASTM A36 A572 GR50 S355 4x8 Cast Iron Metal Sheets Mild Carbon Steel Plates,https://www.alibaba.com/product-detail/Iron-Metal-MS-Sheet-Supplier-6mm_1600286079455.html?s=p,,,5.0,t,iron metal
Fe,0.5,9000.0,y,ASTM Structural Steel Plate Metal Mild Iron Structural Steel Plate,https://www.alibaba.com/product-detail/ASTM-Structural-Steel-Plate-Metal-Mild_1600396430235.html?s=p,,,9.0,t,iron metal
Fe,0.65,1000.0,y,zinc coated iron metal corrugated steel roofing sheet 28 gauge corrugated steel roofing sheet,https://www.alibaba.com/product-detail/zinc-coated-iron-metal-corrugated-steel_1600451607231.html,,,1.0,t,iron metal
Fe,0.315,100000.0,y,Price Factory supply iron roofing sheet price metal galvanized corrugated sheets plate,https://www.alibaba.com/product-detail/Price-Factory-supply-iron-roofing-sheet_1600478622941.html,,,100.0,t,iron metal
Fe,0.599,10000.0,y,Iron Metal Z30 Z100 Z120 Z150 Z180 Z275 Ral Color Coated Bond Type Galvanized Corrugated Iron Metal Roof Sheet,https://www.alibaba.com/product-detail/Iron-Metal-Z30-Z100-Z120-Z150_1600440652554.html?s=p,,,10.0,t,iron metal
Fe,0.79,1000.0,y,S275jr Hot Rolled Mild Steel Carbon Plate Iron Metal Sheet for Building Material,https://www.alibaba.com/product-detail/S275jr-Hot-Rolled-Mild-Steel-Carbon_62400286052.html,,,1.0,t,iron metal
Fe,0.5,1000.0,y,Iron Metal Carbon Structural Steel Plate Manufacturer Iron Sheet Metal High Quality High Strength Carbon Steel Plate 20mm,https://www.alibaba.com/product-detail/Iron-Metal-Carbon-Structural-Steel-Plate_1600474352062.html?s=p,,,1.0,t,iron metal
FeCl2,1.2,500.0,y,98% Iron(II) chloride tetrahydrate CAS 13478-10-9 IRON (II) CHLORIDE 4H2O / FeCl2 4H2O,https://www.alibaba.com/product-detail/98-Iron-II-chloride-tetrahydrate-CAS_1600325070331.html,4,1.8822517653556352,500.0,kg,FeCl2
FeCl2,0.1,2000.0,y,A hot seller FeCl2 .4(H2O) CAS134787-10-9 High purity 98% Iron(II) chloride tetrahydrate,https://www.alibaba.com/product-detail/A-hot-seller-FeCl2-4-H2O_62387690496.html,4,0.1568543137796363,2.0,t,FeCl2
FeCl2,2.0,1.0,y,CAS 13478-10-9 Ferrous chloride tetrahydrate FeCl2 .4(H2O) Iron II chloride tetrahydrate,https://www.alibaba.com/product-detail/CAS-13478-10-9-Ferrous-chloride_1600320239969.html,4,3.1370862755927256,1.0,kg,FeCl2
FeSO4,0.048,25000.0,y,Manufacturer 98% Ferrous Sulphate /Iron sulfate FeSO4 .7H2O/ FeSO4 .H2O,https://www.alibaba.com/product-detail/Manufacturer-98-Ferrous-Sulphate-Iron-sulfate_1600432540970.html,not_specified,,25.0,t,FeSO4
FeSO4,0.06,25000.0,y,FeSO4 Chemical Formula Iron Sulfate,https://www.alibaba.com/product-detail/FeSO4-Chemical-Formula-Iron-Sulfate_1728549957.html,not_specified,,25.0,t,FeSO4
FeSO4,0.1,25000.0,y,Ferrous sulphate monohydrate/manufacturer of ferrous sulphate FeSO4,https://www.alibaba.com/product-detail/Ferrous-sulphate-monohydrate-manufacturer-of-ferrous_1600278487907.html,1,0.11185969809283679,25.0,t,FeSO4
FeSO4,0.06,25000.0,y,Feso4 Price Ferrous Sulphate High Purity FeSO4 Chemical Formula Iron Sulfate / Ferrous Sulphate Light-green Crystal Price,https://www.alibaba.com/product-detail/Feso4-Price-Ferrous-Sulphate-High-Purity_60692501523.html?s=p,not_specified,,25.0,t,FeSO4
FeSO4,0.16,1000.0,y,Feso4 Factory Price High Quality 86% Min Purity Dried Iron Sulfate Feso4 Powder,https://www.alibaba.com/product-detail/Feso4-Factory-Price-High-Quality-86_1600416333703.html?s=p,not_specified,,1.0,t,FeSO4
FeSO4,0.09,25000.0,y,Chemical formula for feso4,https://www.alibaba.com/product-detail/Chemical-formula-for-feso4_60747807380.html,not_specified,,25.0,t,FeSO4
FeSO4,0.16,1000.0,y,Feso4 High Purity Feso4 Chemical Formula Iron Sulfate / Ferrous Sulphate Light-Green Crystal Price,https://www.alibaba.com/product-detail/Feso4-High-Purity-Feso4-Chemical-Formula_1600416338804.html?s=p,not_specified,,1.0,t,FeSO4
FeSO4,0.048,1000.0,y,Feso4 Agriculture Use Ferrous Sulfate Green Powder Ferrous Sulphate/ Agriculture Grade FeSO4,https://www.alibaba.com/product-detail/Feso4-Agriculture-Use-Ferrous-Sulfate-Green_1600473370838.html?s=p,not_specified,,1.0,t,FeSO4
FeSO4,0.065,27000.0,y,Feso4 Feso4 Ferrous Sulphate Heptahydrate Salt Feso4 With Best Price,https://www.alibaba.com/product-detail/Feso4-Feso4-Ferrous-Sulphate-Heptahydrate-Salt_1600164070778.html?s=p,7,0.11896162632240737,27.0,t,FeSO4
FeSO4,0.12,25000.0,y,Ferrous Sulphate Monohydrate feso4 .h2o in animal feed,https://www.alibaba.com/product-detail/Ferrous-Sulphate-Monohydrate-feso4-h2o-in_60472840895.html,1,0.13423163771140412,25.0,t,FeSO4
FeSO4,0.06,25000.0,y,Feso4 Price Ferrous Sulphate FeSO4 Chemical Formula Iron Sulfate / Ferrous Sulphate Price,https://www.alibaba.com/product-detail/Feso4-Price-Ferrous-Sulphate-FeSO4-Chemical_60725436869.html?s=p,not_specified,,25.0,t,FeSO4
GRE,14.5,200.0,y,GRE Glass Reinforced Epoxy pipe and fittings,https://www.alibaba.com/product-detail/GRE-Glass-Reinforced-Epoxy-pipe-and_60678711176.html,not_specified,,200.0,kg,None
Ga,348.0,1.0,y,buy gallium metal 99.99%,https://www.alibaba.com/product-detail/buy-gallium-metal-99-99-_1600258577983.html?s=p,,,1.0,kg,Gallium metal
Ga,523.8,1.0,y,gallium metal price 99.99999% gallium granule 7n gallium pellet,https://www.alibaba.com/product-detail/gallium-metal-price-99-99999-gallium_1600454512774.html?s=p,,,1.0,kg,Gallium metal
Ga,414.3,1.0,y,99.99% gallium gallium metal gallium metal 1kg price,https://www.alibaba.com/product-detail/99-99-gallium-gallium-metal-gallium_1600454110240.html?s=p,,,1.0,kg,Gallium metal
Graphene,1800.0,1.0,y,KNG-G2 Nano Technology Super Conductive Material Enhancing Graphene Powder,https://www.alibaba.com/product-detail/KNG-G2-Nano-Technology-Super-Conductive_1600316839024.html,,,1.0,kg,Graphene powder
Graphene,5.2,1.0,y,Graphene Powder Graphite Graphene Powder For Industrial Use Is Used As The Positive Electrode Of Graphite Batteries,https://www.alibaba.com/product-detail/Graphene-Powder-Graphite-Graphene-Powder-For_1600191371864.html?s=p,,,1.0,kg,Graphene powder
Graphene Oxide,0.98,1.0,y,Graphene Oxide Graphen Graphite Graphite Flakes High Purity Graphene Oxide Price Materials 200mesh Graphen Price Natural Graphite Flake For Lithium Ion Battery,https://www.alibaba.com/product-detail/Graphene-Oxide-Graphen-Graphite-Graphite-Flakes_1600116428640.html?s=p,,,1.0,kg,Graphene Oxide
Graphene Oxide,400.0,1.0,y,Hot Sale High Quality Single Layer Graphene Oxide Powder,https://www.alibaba.com/product-detail/Hot-Sale-High-Quality-Single-Layer_2014447663.html?spm=a2700.galleryofferlist.topad_classic.d_title.33826445ouEIPk,not_specified,,1.0,kg,Graphene Oxide
Graphite,0.3,1000.0,y,Graphite Powder 2021 Year GPC Carbon Recarburizer 1-5mm Graphite Petroleum Coke Powder,https://www.alibaba.com/product-detail/Graphite-Powder-2021-Year-GPC-Carbon_1600368503644.html?s=p,,,1.0,t,graphite powder
Graphite,0.02,1000.0,y,Graphite Powder High Purity Graphite Powder Manufacturers Supply High Temperature Resistant Graphite Powder,https://www.alibaba.com/product-detail/Graphite-Powder-High-Purity-Graphite-Powder_1600494407424.html?s=p,,,1.0,t,graphite powder
Graphite,12.8,50.0,y,High Purity 99.9% Graphite Powder Best Price CAS 7782-42-5 Natural Flake Graphite Powder,https://www.alibaba.com/product-detail/High-Purity-99-9-Graphite-Powder_1600288552374.html,,,50.0,kg,graphite powder
Graphite,10.0,1.0,y,Synthetic Thermal 99% Black Graphite Powder High Pure Graphite Powder,https://www.alibaba.com/product-detail/Synthetic-Thermal-99-Black-Graphite-Powder_1600457540642.html?s=p,,,1.0,kg,graphite powder
Graphite,0.6,1000.0,y,Powder Graphite High Purity Cas 7782 42 5 Superfine Nano C Powder Flake Graphite Powder Natural Carbon Black Bag Business HEN Batteries Color,https://www.alibaba.com/product-detail/Powder-Graphite-High-Purity-Cas-7782_1600349380987.html?s=p,,,1.0,t,graphite powder
Graphite,8.0,1.0,y,Graphite Powder High Purity Lithium Conductive Battery Natural Graphite Powder,https://www.alibaba.com/product-detail/Graphite-Powder-High-Purity-Lithium-Conductive_1600187568189.html?s=p,,,1.0,kg,graphite powder
Graphite,0.8,10.0,y,Expandable graphite powder for 200-300times,https://www.alibaba.com/product-detail/Expandable-graphite-powder-for-200-300times_1600200415865.html,,,10.0,kg,graphite powder
Graphite,0.45,25.0,y,ultra fine graphite powder price / graphite price per kg graphite powder price,https://www.alibaba.com/product-detail/ultra-fine-graphite-powder-price-graphite_60815039687.html,,,25.0,kg,graphite powder
Graphite,0.535,20000.0,y,Graphite Powder Graphite Powder Conductive High Purity 98.5% Graphite Powder Price,https://www.alibaba.com/product-detail/Graphite-Powder-Graphite-Powder-Conductive-High_1600379157356.html?s=p,,,20.0,t,graphite powder
Graphite,0.3,1000.0,y,Graphite Powder Fixed Carbon 96-99% Natural Flake Graphite Powder Ultrafine Graphite Powder Expanded Graphite Powder,https://www.alibaba.com/product-detail/Graphite-Powder-Fixed-Carbon-96-99_1600233112146.html?s=p,,,1.0,t,graphite powder
Graphite,1.42,1.0,y,Graphite Artificial Graphite Powder99% High Carbon 0.03% Sulphur Artificial Graphite,https://www.alibaba.com/product-detail/Graphite-Artificial-Graphite-Powder99-High-Carbon_1600382112775.html?s=p,,,1.0,kg,graphite powder
Graphite,8.0,1.0,y,Graphite Powder Purity Ultrafine Battery Spherical Graphite Powder,https://www.alibaba.com/product-detail/Graphite-Powder-Purity-Ultrafine-Battery-Spherical_1600187420319.html?s=p,,,1.0,kg,graphite powder
Graphite,1.55,1000.0,y,Graphite Powder Graphite Powder High Purity Graphite Powder Natural Flake Graphite Powder,https://www.alibaba.com/product-detail/Graphite-Powder-Graphite-Powder-High-Purity_1600144628988.html?s=p,,,1.0,t,graphite powder
HBr,1.8,1.0,y,Wholesale Low Price 2022 Hot Sale China Manufacture New Design Min Hydrobromic Acid ( hbr ) 48%,https://www.alibaba.com/product-detail/Wholesale-Low-Price-2022-Hot-Sale_60482236067.html,,,1.0,kg,hbr Hydrobromic acid
HBr,1.8,1.0,y,Factory Supply Best Quality Hydrobromic Acid With Best Price Hydrobromic Acid ( hbr ) 48% Min,https://www.alibaba.com/product-detail/Factory-Supply-Best-Quality-Hydrobromic-Acid_60482233663.html,,,1.0,kg,hbr Hydrobromic acid
In,5.0,1.0,y,Indium Metal Ingot / Block / Granule,https://www.alibaba.com/product-detail/Indium-Metal-Ingot-Block-Granule_750391427.html,,,1.0,kg,indium metal
In,180.0,1.0,y,Indium Metal Indium Ingot Competitive Factory Supply 99.999% Purity Indium Metal Price Indium Ingot,https://www.alibaba.com/product-detail/Indium-Metal-Indium-Ingot-Competitive-Factory_62327475101.html?s=p,,,1.0,kg,indium metal
In,235.0,1.0,y,Silver metal indium ingot pure indium metal ingot,https://www.alibaba.com/product-detail/Silver-metal-indium-ingot-pure-indium_1600424224008.html?s=p,,,1.0,kg,indium metal
In,248.0,1.0,y,Indium Metal Indium Buy 1kg Price 99995 5n 6n 99.99% Indium Metal Ingot For Sale HRIN,https://www.alibaba.com/product-detail/Indium-Metal-Indium-Buy-1kg-Price_62332843452.html?s=p,,,1.0,kg,indium metal
In,210.0,1.0,y,Pure 99.995% indium ingot 1kg / indium metal ingot price,https://www.alibaba.com/product-detail/Pure-99-995-indium-ingot-1kg_1600382395641.html,,,1.0,kg,indium metal
K2CO3,0.1,20000.0,y,Potassium Carbonate ( K2CO3 ),https://www.alibaba.com/product-detail/Potassium-Carbonate-K2CO3-_50011239553.html,,,20.0,t,K2CO3
K2CO3,0.45,25000.0,y,99%min Potassium Carbonate Food Grade K2CO3,https://www.alibaba.com/product-detail/99-min-Potassium-Carbonate-Food-Grade_50037321994.html,,,25.0,t,K2CO3
K2CO3,0.79,1000.0,y,K2co3 K2co3 New Type Fertilizer K2CO3 96% Potassium Carbonate,https://www.alibaba.com/product-detail/K2co3-K2co3-New-Type-Fertilizer-K2CO3_62285224954.html?s=p,,,1.0,t,K2CO3
K2CO3,0.5,50.0,y,Low price tech grade food grade bulk potassium carbonate k2co3 99.5%,https://www.alibaba.com/product-detail/Low-price-tech-grade-food-grade_60461415262.html,,,50.0,kg,K2CO3
K2CO3,10.26,1.0,y,K2co3 K2co3 Factory Price 99% High Purity Potassium Carbonate K2CO3 CAS No. 584-08-7,https://www.alibaba.com/product-detail/K2co3-K2co3-Factory-Price-99-High_1600407072172.html?s=p,,,1.0,kg,K2CO3
K2CO3,1.0,1000.0,y,K2co3 K2co3 High Purity Potassium Carbonate Potash Fertilizer 99.5%min K2CO3 Powder CAS NO:584-08-7,https://www.alibaba.com/product-detail/K2co3-K2co3-High-Purity-Potassium-Carbonate_62007133226.html?s=p,,,1000.0,kg,K2CO3
K2CO3,5.0,10.0,y,K2co3 K2co3 CAS 584-08-7 Cheap Price Fast Delivery Food Grade K2CO3 Potassium Carbonate,https://www.alibaba.com/product-detail/K2co3-K2co3-CAS-584-08-7_1600471557261.html?s=p,,,10.0,kg,K2CO3
K2CO3,0.7,1.0,y,Factory supply 99% High Purity Potassium Carbonate K2co3 Fertilizer Supplier At Direct Price,https://www.alibaba.com/product-detail/Factory-supply-99-High-Purity-Potassium_1600302381011.html,,,1.0,kg,K2CO3
K2CO3,1.1,500.0,y,Oem High Quality Industrial Potassium Carbonate K2Co3 For Fertilizer,https://www.alibaba.com/product-detail/Oem-High-Quality-Industrial-Potassium-Carbonate_1600437095627.html?s=p,,,500.0,kg,K2CO3
K2SO4,0.465,27000.0,y,Price K2SO4 Industry and Agriculture grade SOP Fertilizer Potassium Sulphate,https://www.alibaba.com/product-detail/Price-K2SO4-Industry-and-Agriculture-grade_1600477180496.html?s=p,,,27.0,t,K2SO4
K2SO4,0.35,1000.0,y,Potassium Sulphate Fertilizer K2SO4 SOP CAS 7778-80-5 Agriculture Potassium Sulphate 50%/52% Granular Powder Water Soluble,https://www.alibaba.com/product-detail/Potassium-Sulphate-Fertilizer-K2SO4-SOP-CAS_1600446689130.html?s=p,,,1.0,t,K2SO4
K2SO4,0.01,1000.0,y,Manufacturer SOP Potassium Sulfate 50%/52% K2SO4 Industry And Agriculture Grade,https://www.alibaba.com/product-detail/Manufacturer-SOP-Potassium-Sulfate-50-52_1600338700171.html,,,1000.0,kg,K2SO4
K2SO4,0.2,20000.0,y,K2SO4 industry and Agriculture grade SOP potassium sulfate,https://www.alibaba.com/product-detail/K2SO4-industry-and-Agriculture-grade-SOP_1600321312377.html,,,20.0,t,K2SO4
K2SO4,0.399,25000.0,y,K2SO4 99% liquid potassium sulphate price,https://www.alibaba.com/product-detail/K2SO4-99-liquid-potassium-sulphate-price_60795180493.html,,,25.0,t,K2SO4
K2SO4,0.35,1000.0,y,Water soluble granular powder SOP Potassium Sulphate K2SO4 With Cas 7778-80-5,https://www.alibaba.com/product-detail/Water-soluble-granular-powder-SOP-Potassium_1600444593314.html?s=p,,,1.0,t,K2SO4
K2SO4,0.487,1000.0,y,High quality 99% Potassium Sulphate K2SO4 Water Soluble Fertilizer K2SO4,https://www.alibaba.com/product-detail/High-quality-99-Potassium-Sulphate-K2SO4_1600488303256.html,,,1.0,t,K2SO4
K2SO4,0.35,25000.0,y,Water soluble potash k2so4 potassium sulphate specifications,https://www.alibaba.com/product-detail/Water-soluble-potash-k2so4-potassium-sulphate_62269438101.html,,,25.0,t,K2SO4
K4Fe(CN)6,6.0,250.0,y,Potassium Ferrocyanide cas no 13943-58-3 Tech Grade,https://www.alibaba.com/product-detail/Potassium-Ferrocyanide-cas-no-13943-58_60767551078.html?spm=a2700.galleryofferlist.normal_offer.d_title.7bcf76a6i6T1Qs,not_specified,,250.0,kg,Potassium ferrocyanide
K4Fe(CN)6,2.55,1000.0,y,potassium ferrocyanide trihydrate chemical formula K4[Fe(CN)6].3H2O,https://www.alibaba.com/product-detail/potassium-ferrocyanide-trihydrate-chemical-formula-K4_60252192413.html?spm=a2700.galleryofferlist.normal_offer.d_title.56f8332fEjQNpI,3,2.9241446226403314,1000.0,kg,Potassium ferrocyanide
KCl,0.7,5000.0,y,Kcl Kclkcl Potassium Chloride KCL 99.0%,https://www.alibaba.com/product-detail/Kcl-Kclkcl-Potassium-Chloride-KCL-99_1600279003249.html?s=p,,,5.0,t,KCl
KCl,0.1,1000.0,y,Agriculture potash fertilizer red potassium chloride kcl 60% price,https://www.alibaba.com/product-detail/Agriculture-potash-fertilizer-red-potassium-chloride_1600404920871.html,,,1.0,t,KCl
KCl,0.74,1000.0,y,largest supplier purity 99.5% 7447-40-7 bulk food grade potassium salt potassium chloride potassium klorida/ kcl manufacturer,https://www.alibaba.com/product-detail/largest-supplier-purity-99-5-7447_1600273790862.html,,,1.0,t,KCl
KCl,0.3,25000.0,y,K2O 60% Efficient 40% KCL Red MOP Potassium Chloride Muriate of Potash Compound Fertilizer 99.5% Chloride Low Price Cheap,https://www.alibaba.com/product-detail/K2O-60-Efficient-40-KCL-Red_1600214011196.html,,,25.0,t,KCl
KCl,0.78,1000.0,y,Kcl Kcl China High Purity Min 99.5% 7447-40-7 Potassium Klorida/ KCl Food Grade Potassium Chloride,https://www.alibaba.com/product-detail/Kcl-Kcl-China-High-Purity-Min_1600324386980.html?s=p,,,1.0,t,KCl
KCl,0.17,1000.0,y,Kcl Chloride High Quality Agriculture 60% Potassium Chloride KCL Price In China,https://www.alibaba.com/product-detail/Kcl-Chloride-High-Quality-Agriculture-60_60750456918.html?s=p,,,1.0,t,KCl
KCl,2.0,1.0,y,Kcl High Quality 99% Purity White Potassium Chloride KCl Powder Price Cas 7447-40-7,https://www.alibaba.com/product-detail/Kcl-High-Quality-99-Purity-White_1600496366013.html?s=p,,,1.0,kg,KCl
KCl,0.415,50000.0,y,Red Granular Potash Fertilizer KCL 0-0-60 Potassium Chloride Fertilizer,https://www.alibaba.com/product-detail/Red-Granular-Potash-Fertilizer-KCL-0_60713903396.html,,,50.0,t,KCl
KCl,5.0,10.0,y,Kcl Kcl KCL Food Grade Salt Agent Best Cheapest Price Potassium Chloride CAS 7447-40-7,https://www.alibaba.com/product-detail/Kcl-Kcl-KCL-Food-Grade-Salt_1600480581075.html?s=p,,,10.0,kg,KCl
KCl,0.05,13000.0,y,calcium chloride/potassium chloride( KCL kcl ) price,https://www.alibaba.com/product-detail/calcium-chloride-potassium-chloride-KCL-kcl_1600090827953.html,,,13.0,t,KCl
KNO3,0.5,1000.0,y,Fertilizer bulk price nitrate potassium making potassium nitrate with fast delivery and free sample kno3 powder,https://www.alibaba.com/product-detail/Fertilizer-bulk-price-nitrate-potassium-making_1600126777539.html?s=p,,,1.0,t,KNO3
KNO3,0.10792,50000.0,y,"Best Factory Price of Potassium Nitrate Kno3 99%Min ,Fertilizer Potassium Nitrate Powder and Prill ( KNO3 )",https://www.alibaba.com/product-detail/Best-Factory-Price-of-Potassium-Nitrate_1600376879235.html,,,50.0,t,KNO3
KNO3,0.7,1.0,y,Potassium nitrate KNO3 powder with anti-caking agent Manufacturer Factory Made in China,https://www.alibaba.com/product-detail/Potassium-nitrate-KNO3-powder-with-anti_1600432950995.html?s=p,,,1.0,kg,KNO3
KNO3,1.085,25000.0,y,KNO3 CAS NO 7757-79-1 Saltpeter glass making and fertilizer use potassium carbonate,https://www.alibaba.com/product-detail/KNO3-CAS-NO-7757-79-1_60838157508.html,,,25.0,t,KNO3
KNO3,0.01,1000.0,y,21 Year Manufacturer Fiyat Kno3 Fiyat Potasyum Nitrat 13 0 46 Kali Nitrat Kno3 Kaliumnitrat 13-0-46 Kaliumnitrat kno3 Feuerwerk,https://www.alibaba.com/product-detail/21-Year-Manufacturer-Fiyat-Kno3-Fiyat_1600200529571.html?s=p,,,1000.0,kg,KNO3
KNO3,0.4,25000.0,y,2022 hot sell manufacturer Potassium Nitrate KNO3 fertilizer 99.6% for sale,https://www.alibaba.com/product-detail/2022-hot-sell-manufacturer-Potassium-Nitrate_1600478660375.html,,,25.0,t,KNO3
KNO3,0.5,1000.0,y,Bulk potassium nitrate kno3 prill 1kg N-P2O5-K2(13-0-46) with fast dissolution,https://www.alibaba.com/product-detail/Bulk-potassium-nitrate-kno3-prill-1kg_1600150600576.html,,,1.0,t,KNO3
KNO3,0.02,1000.0,y,Factory Price NOP13-00-46 Potassium Nitrate Saltpeter Industrial Grade MSDS KNO3 Chemical Soil Fertilizer For Plants Soluble,https://www.alibaba.com/product-detail/Factory-Price-NOP13-00-46-Potassium_1600275770292.html,,,1000.0,kg,KNO3
KOH,0.81,25000.0,y,market price high quality koh 90% white flake hydroxide industry grade potassium,https://www.alibaba.com/product-detail/market-price-high-quality-koh-90_1600465441895.html?s=p,,,25.0,t,koh potassium hydroxide
KOH,0.78,10000.0,y,Koh Potassium Hydroxide Koh Hot Sale Factory Supply KOH 90%min Potassium Hydroxide Flake,https://www.alibaba.com/product-detail/Koh-Potassium-Hydroxide-Koh-Hot-Sale_1600125852520.html?s=p,,,10000.0,kg,koh potassium hydroxide
KOH,0.78,10000.0,y,Manufacturer 25kg White Flake 90% Kos Potassium Hydroxide Price,https://www.alibaba.com/product-detail/Manufacturer-25kg-White-Flake-90-Kos_1600128270647.html,,,10000.0,kg,koh potassium hydroxide
KOH,0.3,1000.0,y,Industrial 90% Caustic Potash White Flakes Solid/ Potassium Hydroxide KOH Cas 1310-58-3,https://www.alibaba.com/product-detail/Industrial-90-Caustic-Potash-White-Flakes_1600455805312.html?s=p,,,1.0,t,koh potassium hydroxide
KOH,1.0,100.0,y,High quality KOH flakes caustic potash 90% flake Potassium hydroxide price CAS 1310-58-3,https://www.alibaba.com/product-detail/High-quality-KOH-flakes-caustic-potash_1600413609535.html?s=p,,,100.0,kg,koh potassium hydroxide
KOH,0.5,10000.0,y,KOH price potassium hydroxide,https://www.alibaba.com/product-detail/KOH-price-potassium-hydroxide_60595399817.html,,,10.0,t,koh potassium hydroxide
KOH,0.997,1000.0,y,Wholesale Price Industrial Inorganic Chemicals White Flake Potassium Hydroxide,https://www.alibaba.com/product-detail/Wholesale-Price-Industrial-Inorganic-Chemicals-White_1600490556347.html?s=p,,,1.0,t,koh potassium hydroxide
KOH,0.78,25000.0,y,Potassium Hydroxide koh 90,https://www.alibaba.com/product-detail/Potassium-Hydroxide-koh-90_1600115554988.html,,,25.0,t,koh potassium hydroxide
LFP,10.0,100.0,y,Raw Lifepo4 Lithium Ion Cell Raw Material Lithium Iron Phosphate LiFePo4 LFP Powder For Electrode Slurry Making,https://www.alibaba.com/product-detail/Raw-Lifepo4-Lithium-Ion-Cell-Raw_1600351070004.html?s=p,,,100.0,kg,lifepo4 raw
LFP,20.0,1.0,y,Li Ion Battery Cathode Raw Material Lifepo4 LFP Powder,https://www.alibaba.com/product-detail/Li-Ion-Battery-Cathode-Raw-Material_1600279225042.html,,,1.0,kg,lifepo4 raw
LFP,30.0,1.0,y,LiFePO4 for Lithium Ion Battery Cathode Raw Material,https://www.alibaba.com/product-detail/LiFePO4-for-Lithium-Ion-Battery-Cathode_1600322332131.html,,,1.0,kg,lifepo4 raw
LFP,20.0,5.0,y,Raw Lifepo4 Lifepo4 Cathode Material Lithium Iron Phosphate/ LiFePO4 /LFP Powder For LFP Battery Cathode Raw Materials,https://www.alibaba.com/product-detail/Raw-Lifepo4-Lifepo4-Cathode-Material-Lithium_1600283325795.html?s=p,,,5.0,kg,lifepo4 raw
